regiao;estado;data;casosNovos;casosAcumulados;obitosNovos;obitosAcumulados
Nordeste;SE;2020-03-31;6.0;38;0.0;0
Nordeste;SE;2020-04-01;2.0;40;0.0;0
Nordeste;SE;2020-04-02;6.0;46;4.0;4
Nordeste;SE;2020-04-03;4.0;50;0.0;4
Nordeste;SE;2020-04-04;4.0;54;0.0;4
Nordeste;SE;2020-04-05;10.0;64;2.0;6
Nordeste;SE;2020-04-06;0.0;64;2.0;8
Nordeste;SE;2020-04-07;8.0;72;0.0;8
Nordeste;SE;2020-04-08;0.0;72;0.0;8
Nordeste;SE;2020-04-09;6.0;78;0.0;8
Nordeste;SE;2020-04-10;6.0;84;0.0;8
Nordeste;SE;2020-04-11;0.0;84;0.0;8
Nordeste;SE;2020-04-12;4.0;88;0.0;8
Nordeste;SE;2020-04-13;0.0;88;0.0;8
Nordeste;SE;2020-04-14;2.0;90;0.0;8
Nordeste;SE;2020-04-15;2.0;92;0.0;8
Nordeste;SE;2020-04-16;4.0;96;0.0;8
Nordeste;SE;2020-04-17;10.0;106;0.0;8
Nordeste;SE;2020-04-18;36.0;142;2.0;10
Nordeste;SE;2020-04-19;24.0;166;0.0;10
Nordeste;SE;2020-04-20;6.0;172;0.0;10
Nordeste;SE;2020-04-21;12.0;184;0.0;10
Nordeste;SE;2020-04-22;50.0;234;4.0;14
Nordeste;SE;2020-04-23;14.0;248;2.0;16
Nordeste;SE;2020-04-24;40.0;288;0.0;16
Nordeste;SE;2020-04-25;18.0;306;2.0;18
Nordeste;SE;2020-04-26;12.0;318;0.0;18
Nordeste;SE;2020-04-27;76.0;394;2.0;20
Nordeste;SE;2020-04-28;166.0;560;2.0;22
Nordeste;SE;2020-04-29;114.0;674;2.0;24
Nordeste;SE;2020-04-30;220.0;894;0.0;24
Nordeste;SE;2020-05-01;140.0;1034;4.0;28
Nordeste;SE;2020-05-02;168.0;1202;0.0;28
Nordeste;SE;2020-05-03;258.0;1460;0.0;28
Nordeste;SE;2020-05-04;84.0;1544;6.0;34
Nordeste;SE;2020-05-05;252.0;1796;8.0;42
Nordeste;SE;2020-05-06;200.0;1996;4.0;46
Nordeste;SE;2020-05-07;432.0;2428;4.0;50
Nordeste;SE;2020-05-08;448.0;2876;6.0;56
Nordeste;SE;2020-05-09;300.0;3176;10.0;66
Nordeste;SE;2020-05-10;366.0;3542;2.0;68
Nordeste;SE;2020-05-11;58.0;3600;6.0;74
Nordeste;SE;2020-05-12;464.0;4064;0.0;74
Nordeste;SE;2020-05-13;472.0;4536;10.0;84
Nordeste;SE;2020-05-14;452.0;4988;10.0;94
Nordeste;SE;2020-05-15;748.0;5736;6.0;100
Nordeste;SE;2020-05-16;534.0;6270;6.0;106
Nordeste;SE;2020-05-17;416.0;6686;8.0;114
Nordeste;SE;2020-05-18;446.0;7132;4.0;118
Nordeste;SE;2020-05-19;802.0;7934;8.0;126
Nordeste;SE;2020-05-20;620.0;8554;12.0;138
Nordeste;SE;2020-05-21;914.0;9468;14.0;152
Nordeste;SE;2020-05-22;376.0;9844;12.0;164
Nordeste;SE;2020-05-23;418.0;10262;8.0;172
Nordeste;SE;2020-05-24;366.0;10628;14.0;186
Nordeste;SE;2020-05-25;268.0;10896;20.0;206
Nordeste;SE;2020-05-26;574.0;11470;26.0;232
Nordeste;BA;2020-03-06;1.0;1;0.0;0
Nordeste;BA;2020-03-07;1.0;2;0.0;0
Nordeste;BA;2020-03-08;0.0;2;0.0;0
Nordeste;BA;2020-03-09;0.0;2;0.0;0
Nordeste;BA;2020-03-10;0.0;2;0.0;0
Nordeste;BA;2020-03-11;0.0;2;0.0;0
Nordeste;BA;2020-03-12;0.0;2;0.0;0
Nordeste;BA;2020-03-13;0.0;2;0.0;0
Nordeste;BA;2020-03-14;0.0;2;0.0;0
Nordeste;BA;2020-03-15;0.0;2;0.0;0
Nordeste;BA;2020-03-16;0.0;2;0.0;0
Nordeste;BA;2020-03-17;1.0;3;0.0;0
Nordeste;BA;2020-03-18;0.0;3;0.0;0
Nordeste;BA;2020-03-19;27.0;30;0.0;0
Nordeste;BA;2020-03-20;3.0;33;0.0;0
Nordeste;BA;2020-03-21;8.0;41;0.0;0
Nordeste;BA;2020-03-22;8.0;49;0.0;0
Nordeste;BA;2020-03-23;14.0;63;0.0;0
Nordeste;BA;2020-03-24;13.0;76;0.0;0
Nordeste;BA;2020-03-25;8.0;84;0.0;0
Nordeste;BA;2020-03-26;20.0;104;0.0;0
Nordeste;BA;2020-03-27;11.0;115;0.0;0
Nordeste;BA;2020-03-28;140.0;255;0.0;0
Nordeste;BA;2020-03-29;55.0;310;2.0;2
Nordeste;BA;2020-03-30;42.0;352;0.0;2
Nordeste;BA;2020-03-31;78.0;430;2.0;4
Nordeste;BA;2020-04-01;62.0;492;0.0;4
Nordeste;BA;2020-04-02;42.0;534;2.0;6
Nordeste;BA;2020-04-03;37.0;571;4.0;10
Nordeste;BA;2020-04-04;97.0;668;4.0;14
Nordeste;BA;2020-04-05;134.0;802;4.0;18
Nordeste;BA;2020-04-06;60.0;862;2.0;20
Nordeste;BA;2020-04-07;56.0;918;6.0;26
Nordeste;BA;2020-04-08;94.0;1012;7.0;33
Nordeste;BA;2020-04-09;115.0;1127;5.0;38
Nordeste;BA;2020-04-10;93.0;1220;0.0;38
Nordeste;BA;2020-04-11;55.0;1275;4.0;42
Nordeste;BA;2020-04-12;72.0;1347;0.0;42
Nordeste;BA;2020-04-13;99.0;1446;2.0;44
Nordeste;BA;2020-04-14;89.0;1535;3.0;47
Nordeste;BA;2020-04-15;156.0;1691;8.0;55
Nordeste;BA;2020-04-16;227.0;1918;9.0;64
Nordeste;BA;2020-04-17;205.0;2123;8.0;72
Nordeste;BA;2020-04-18;270.0;2393;4.0;76
Nordeste;BA;2020-04-19;86.0;2479;14.0;90
Nordeste;BA;2020-04-20;239.0;2718;3.0;93
Nordeste;BA;2020-04-21;275.0;2993;2.0;95
Nordeste;BA;2020-04-22;296.0;3289;8.0;103
Nordeste;BA;2020-04-23;345.0;3634;18.0;121
Nordeste;BA;2020-04-24;307.0;3941;10.0;131
Nordeste;BA;2020-04-25;256.0;4197;11.0;142
Nordeste;BA;2020-04-26;260.0;4457;5.0;147
Nordeste;BA;2020-04-27;253.0;4710;12.0;159
Nordeste;BA;2020-04-28;394.0;5104;20.0;179
Nordeste;BA;2020-04-29;218.0;5322;17.0;196
Nordeste;BA;2020-04-30;396.0;5718;14.0;210
Nordeste;BA;2020-05-01;507.0;6225;24.0;234
Nordeste;BA;2020-05-02;357.0;6582;12.0;246
Nordeste;BA;2020-05-03;479.0;7061;5.0;251
Nordeste;BA;2020-05-04;407.0;7468;31.0;282
Nordeste;BA;2020-05-05;612.0;8080;10.0;292
Nordeste;BA;2020-05-06;522.0;8602;28.0;320
Nordeste;BA;2020-05-07;454.0;9056;10.0;330
Nordeste;BA;2020-05-08;580.0;9636;36.0;366
Nordeste;BA;2020-05-09;712.0;10348;26.0;392
Nordeste;BA;2020-05-10;768.0;11116;12.0;404
Nordeste;BA;2020-05-11;500.0;11616;18.0;422
Nordeste;BA;2020-05-12;792.0;12408;28.0;450
Nordeste;BA;2020-05-13;686.0;13094;22.0;472
Nordeste;BA;2020-05-14;816.0;13910;52.0;524
Nordeste;BA;2020-05-15;2346.0;16256;35.0;559
Nordeste;BA;2020-05-16;372.0;16628;13.0;572
Nordeste;BA;2020-05-17;258.0;16886;18.0;590
Nordeste;BA;2020-05-18;276.0;17162;34.0;624
Nordeste;BA;2020-05-19;4864.0;22026;28.0;652
Nordeste;BA;2020-05-20;368.0;22394;72.0;724
Nordeste;BA;2020-05-21;1488.0;23882;28.0;752
Nordeste;BA;2020-05-22;1232.0;25114;46.0;798
Nordeste;BA;2020-05-23;886.0;26000;28.0;826
Nordeste;BA;2020-05-24;1798.0;27798;94.0;920
Nordeste;BA;2020-05-25;610.0;28408;34.0;954
Nordeste;BA;2020-05-26;724.0;29132;36.0;990
Sudeste;MG;2020-03-08;1.0;1;0.0;0
Sudeste;MG;2020-03-09;0.0;1;0.0;0
Sudeste;MG;2020-03-10;0.0;1;0.0;0
Sudeste;MG;2020-03-11;0.0;1;0.0;0
Sudeste;MG;2020-03-12;0.0;1;0.0;0
Sudeste;MG;2020-03-13;1.0;2;0.0;0
Sudeste;MG;2020-03-14;0.0;2;0.0;0
Sudeste;MG;2020-03-15;0.0;2;0.0;0
Sudeste;MG;2020-03-16;3.0;5;0.0;0
Sudeste;MG;2020-03-17;2.0;7;0.0;0
Sudeste;MG;2020-03-18;8.0;15;0.0;0
Sudeste;MG;2020-03-19;14.0;29;0.0;0
Sudeste;MG;2020-03-20;6.0;35;0.0;0
Sudeste;MG;2020-03-21;3.0;38;0.0;0
Sudeste;MG;2020-03-22;45.0;83;0.0;0
Sudeste;MG;2020-03-23;45.0;128;0.0;0
Sudeste;MG;2020-03-24;2.0;130;0.0;0
Sudeste;MG;2020-03-25;3.0;133;0.0;0
Sudeste;MG;2020-03-26;20.0;153;0.0;0
Sudeste;MG;2020-03-27;36.0;189;0.0;0
Sudeste;MG;2020-03-28;221.0;410;0.0;0
Sudeste;MG;2020-03-29;52.0;462;0.0;0
Sudeste;MG;2020-03-30;60.0;522;2.0;2
Sudeste;MG;2020-03-31;28.0;550;2.0;4
Sudeste;MG;2020-04-01;78.0;628;2.0;6
Sudeste;MG;2020-04-02;112.0;740;2.0;8
Sudeste;MG;2020-04-03;54.0;794;4.0;12
Sudeste;MG;2020-04-04;66.0;860;0.0;12
Sudeste;MG;2020-04-05;136.0;996;0.0;12
Sudeste;MG;2020-04-06;54.0;1050;6.0;18
Sudeste;MG;2020-04-07;68.0;1118;4.0;22
Sudeste;MG;2020-04-08;110.0;1228;6.0;28
Sudeste;MG;2020-04-09;82.0;1310;2.0;30
Sudeste;MG;2020-04-10;86.0;1396;4.0;34
Sudeste;MG;2020-04-11;104.0;1500;0.0;34
Sudeste;MG;2020-04-12;112.0;1612;6.0;40
Sudeste;MG;2020-04-13;18.0;1630;6.0;46
Sudeste;MG;2020-04-14;138.0;1768;8.0;54
Sudeste;MG;2020-04-15;38.0;1806;6.0;60
Sudeste;MG;2020-04-16;110.0;1916;6.0;66
Sudeste;MG;2020-04-17;126.0;2042;4.0;70
Sudeste;MG;2020-04-18;112.0;2154;8.0;78
Sudeste;MG;2020-04-19;154.0;2308;0.0;78
Sudeste;MG;2020-04-20;70.0;2378;4.0;82
Sudeste;MG;2020-04-21;82.0;2460;6.0;88
Sudeste;MG;2020-04-22;106.0;2566;6.0;94
Sudeste;MG;2020-04-23;50.0;2616;8.0;102
Sudeste;MG;2020-04-24;222.0;2838;6.0;108
Sudeste;MG;2020-04-25;124.0;2962;8.0;116
Sudeste;MG;2020-04-26;134.0;3096;6.0;122
Sudeste;MG;2020-04-27;76.0;3172;2.0;124
Sudeste;MG;2020-04-28;126.0;3298;18.0;142
Sudeste;MG;2020-04-29;218.0;3516;18.0;160
Sudeste;MG;2020-04-30;138.0;3654;4.0;164
Sudeste;MG;2020-05-01;216.0;3870;12.0;176
Sudeste;MG;2020-05-02;176.0;4046;0.0;176
Sudeste;MG;2020-05-03;190.0;4236;2.0;178
Sudeste;MG;2020-05-04;458.0;4694;2.0;180
Sudeste;MG;2020-05-05;210.0;4904;8.0;188
Sudeste;MG;2020-05-06;306.0;5210;6.0;194
Sudeste;MG;2020-05-07;330.0;5540;18.0;212
Sudeste;MG;2020-05-08;346.0;5886;10.0;222
Sudeste;MG;2020-05-09;360.0;6246;14.0;236
Sudeste;MG;2020-05-10;228.0;6474;2.0;238
Sudeste;MG;2020-05-11;166.0;6640;4.0;242
Sudeste;MG;2020-05-12;230.0;6870;12.0;254
Sudeste;MG;2020-05-13;596.0;7466;16.0;270
Sudeste;MG;2020-05-14;434.0;7900;8.0;278
Sudeste;MG;2020-05-15;492.0;8392;14.0;292
Sudeste;MG;2020-05-16;556.0;8948;8.0;300
Sudeste;MG;2020-05-17;274.0;9222;12.0;312
Sudeste;MG;2020-05-18;168.0;9390;10.0;322
Sudeste;MG;2020-05-19;564.0;9954;12.0;334
Sudeste;MG;2020-05-20;618.0;10572;20.0;354
Sudeste;MG;2020-05-21;620.0;11192;28.0;382
Sudeste;MG;2020-05-22;798.0;11990;20.0;402
Sudeste;MG;2020-05-23;686.0;12676;32.0;434
Sudeste;MG;2020-05-24;660.0;13336;18.0;452
Sudeste;MG;2020-05-25;588.0;13924;8.0;460
Sudeste;MG;2020-05-26;1108.0;15032;8.0;468
Sudeste;ES;2020-03-06;1.0;1;0.0;0
Sudeste;ES;2020-03-07;0.0;1;0.0;0
Sudeste;ES;2020-03-08;0.0;1;0.0;0
Sudeste;ES;2020-03-09;0.0;1;0.0;0
Sudeste;ES;2020-03-10;0.0;1;0.0;0
Sudeste;ES;2020-03-11;0.0;1;0.0;0
Sudeste;ES;2020-03-12;0.0;1;0.0;0
Sudeste;ES;2020-03-13;0.0;1;0.0;0
Sudeste;ES;2020-03-14;0.0;1;0.0;0
Sudeste;ES;2020-03-15;0.0;1;0.0;0
Sudeste;ES;2020-03-16;0.0;1;0.0;0
Sudeste;ES;2020-03-17;0.0;1;0.0;0
Sudeste;ES;2020-03-18;8.0;9;0.0;0
Sudeste;ES;2020-03-19;2.0;11;0.0;0
Sudeste;ES;2020-03-20;2.0;13;0.0;0
Sudeste;ES;2020-03-21;13.0;26;0.0;0
Sudeste;ES;2020-03-22;0.0;26;0.0;0
Sudeste;ES;2020-03-23;3.0;29;0.0;0
Sudeste;ES;2020-03-24;4.0;33;0.0;0
Sudeste;ES;2020-03-25;6.0;39;0.0;0
Sudeste;ES;2020-03-26;0.0;39;0.0;0
Sudeste;ES;2020-03-27;8.0;47;0.0;0
Sudeste;ES;2020-03-28;59.0;106;0.0;0
Sudeste;ES;2020-03-29;14.0;120;0.0;0
Sudeste;ES;2020-03-30;24.0;144;0.0;0
Sudeste;ES;2020-03-31;24.0;168;0.0;0
Sudeste;ES;2020-04-01;24.0;192;0.0;0
Sudeste;ES;2020-04-02;48.0;240;2.0;2
Sudeste;ES;2020-04-03;38.0;278;6.0;8
Sudeste;ES;2020-04-04;28.0;306;2.0;10
Sudeste;ES;2020-04-05;26.0;332;2.0;12
Sudeste;ES;2020-04-06;56.0;388;0.0;12
Sudeste;ES;2020-04-07;30.0;418;0.0;12
Sudeste;ES;2020-04-08;36.0;454;0.0;12
Sudeste;ES;2020-04-09;92.0;546;0.0;12
Sudeste;ES;2020-04-10;54.0;600;2.0;14
Sudeste;ES;2020-04-11;98.0;698;4.0;18
Sudeste;ES;2020-04-12;68.0;766;0.0;18
Sudeste;ES;2020-04-13;94.0;860;10.0;28
Sudeste;ES;2020-04-14;66.0;926;6.0;34
Sudeste;ES;2020-04-15;188.0;1114;2.0;36
Sudeste;ES;2020-04-16;400.0;1514;11.0;47
Sudeste;ES;2020-04-17;270.0;1784;5.0;52
Sudeste;ES;2020-04-18;225.0;2009;5.0;57
Sudeste;ES;2020-04-19;215.0;2224;5.0;62
Sudeste;ES;2020-04-20;108.0;2332;4.0;66
Sudeste;ES;2020-04-21;129.0;2461;2.0;68
Sudeste;ES;2020-04-22;203.0;2664;3.0;71
Sudeste;ES;2020-04-23;62.0;2726;13.0;84
Sudeste;ES;2020-04-24;151.0;2877;5.0;89
Sudeste;ES;2020-04-25;329.0;3206;9.0;98
Sudeste;ES;2020-04-26;222.0;3428;9.0;107
Sudeste;ES;2020-04-27;208.0;3636;11.0;118
Sudeste;ES;2020-04-28;303.0;3939;22.0;140
Sudeste;ES;2020-04-29;389.0;4328;18.0;158
Sudeste;ES;2020-04-30;711.0;5039;17.0;175
Sudeste;ES;2020-05-01;414.0;5453;21.0;196
Sudeste;ES;2020-05-02;480.0;5933;9.0;205
Sudeste;ES;2020-05-03;239.0;6172;23.0;228
Sudeste;ES;2020-05-04;280.0;6452;16.0;244
Sudeste;ES;2020-05-05;352.0;6804;22.0;266
Sudeste;ES;2020-05-06;332.0;7136;24.0;290
Sudeste;ES;2020-05-07;540.0;7676;20.0;310
Sudeste;ES;2020-05-08;808.0;8484;20.0;330
Sudeste;ES;2020-05-09;340.0;8824;14.0;344
Sudeste;ES;2020-05-10;374.0;9198;18.0;362
Sudeste;ES;2020-05-11;440.0;9638;30.0;392
Sudeste;ES;2020-05-12;536.0;10174;32.0;424
Sudeste;ES;2020-05-13;628.0;10802;42.0;466
Sudeste;ES;2020-05-14;824.0;11626;32.0;498
Sudeste;ES;2020-05-15;770.0;12396;22.0;520
Sudeste;ES;2020-05-16;794.0;13190;22.0;542
Sudeste;ES;2020-05-17;298.0;13488;28.0;570
Sudeste;ES;2020-05-18;826.0;14314;34.0;604
Sudeste;ES;2020-05-19;1072.0;15386;46.0;650
Sudeste;ES;2020-05-20;798.0;16184;32.0;682
Sudeste;ES;2020-05-21;1572.0;17756;44.0;726
Sudeste;ES;2020-05-22;1284.0;19040;68.0;794
Sudeste;ES;2020-05-23;796.0;19836;40.0;834
Sudeste;ES;2020-05-24;178.0;20014;58.0;892
Sudeste;ES;2020-05-25;716.0;20730;38.0;930
Sudeste;ES;2020-05-26;1048.0;21778;44.0;974
Sudeste;RJ;2020-03-05;1.0;1;0.0;0
Sudeste;RJ;2020-03-06;0.0;1;0.0;0
Sudeste;RJ;2020-03-07;1.0;2;0.0;0
Sudeste;RJ;2020-03-08;1.0;3;0.0;0
Sudeste;RJ;2020-03-09;0.0;3;0.0;0
Sudeste;RJ;2020-03-10;5.0;8;0.0;0
Sudeste;RJ;2020-03-11;5.0;13;0.0;0
Sudeste;RJ;2020-03-12;3.0;16;0.0;0
Sudeste;RJ;2020-03-13;0.0;16;0.0;0
Sudeste;RJ;2020-03-14;6.0;22;0.0;0
Sudeste;RJ;2020-03-15;2.0;24;0.0;0
Sudeste;RJ;2020-03-16;7.0;31;0.0;0
Sudeste;RJ;2020-03-17;2.0;33;0.0;0
Sudeste;RJ;2020-03-18;12.0;45;0.0;0
Sudeste;RJ;2020-03-19;20.0;65;2.0;2
Sudeste;RJ;2020-03-20;44.0;109;0.0;2
Sudeste;RJ;2020-03-21;10.0;119;1.0;3
Sudeste;RJ;2020-03-22;67.0;186;0.0;3
Sudeste;RJ;2020-03-23;47.0;233;1.0;4
Sudeste;RJ;2020-03-24;72.0;305;2.0;6
Sudeste;RJ;2020-03-25;65.0;370;0.0;6
Sudeste;RJ;2020-03-26;51.0;421;3.0;9
Sudeste;RJ;2020-03-27;72.0;493;1.0;10
Sudeste;RJ;2020-03-28;623.0;1116;16.0;26
Sudeste;RJ;2020-03-29;84.0;1200;8.0;34
Sudeste;RJ;2020-03-30;114.0;1314;2.0;36
Sudeste;RJ;2020-03-31;102.0;1416;10.0;46
Sudeste;RJ;2020-04-01;248.0;1664;10.0;56
Sudeste;RJ;2020-04-02;320.0;1984;26.0;82
Sudeste;RJ;2020-04-03;164.0;2148;12.0;94
Sudeste;RJ;2020-04-04;344.0;2492;22.0;116
Sudeste;RJ;2020-04-05;296.0;2788;12.0;128
Sudeste;RJ;2020-04-06;133.0;2921;14.0;142
Sudeste;RJ;2020-04-07;455.0;3376;36.0;178
Sudeste;RJ;2020-04-08;500.0;3876;34.0;212
Sudeste;RJ;2020-04-09;556.0;4432;32.0;244
Sudeste;RJ;2020-04-10;496.0;4928;50.0;294
Sudeste;RJ;2020-04-11;286.0;5214;16.0;310
Sudeste;RJ;2020-04-12;496.0;5710;30.0;340
Sudeste;RJ;2020-04-13;742.0;6452;30.0;370
Sudeste;RJ;2020-04-14;368.0;6820;78.0;448
Sudeste;RJ;2020-04-15;666.0;7486;82.0;530
Sudeste;RJ;2020-04-16;402.0;7888;71.0;601
Sudeste;RJ;2020-04-17;810.0;8698;81.0;682
Sudeste;RJ;2020-04-18;388.0;9086;92.0;774
Sudeste;RJ;2020-04-19;354.0;9440;30.0;804
Sudeste;RJ;2020-04-20;358.0;9798;40.0;844
Sudeste;RJ;2020-04-21;814.0;10612;78.0;922
Sudeste;RJ;2020-04-22;492.0;11104;58.0;980
Sudeste;RJ;2020-04-23;1240.0;12344;80.0;1060
Sudeste;RJ;2020-04-24;220.0;12564;80.0;1140
Sudeste;RJ;2020-04-25;1092.0;13656;90.0;1230
Sudeste;RJ;2020-04-26;566.0;14222;60.0;1290
Sudeste;RJ;2020-04-27;1666.0;15888;64.0;1354
Sudeste;RJ;2020-04-28;1120.0;17008;122.0;1476
Sudeste;RJ;2020-04-29;730.0;17738;112.0;1588
Sudeste;RJ;2020-04-30;1168.0;18906;120.0;1708
Sudeste;RJ;2020-05-01;1426.0;20332;134.0;1842
Sudeste;RJ;2020-05-02;760.0;21092;99.0;1941
Sudeste;RJ;2020-05-03;1186.0;22278;97.0;2038
Sudeste;RJ;2020-05-04;1164.0;23442;92.0;2130
Sudeste;RJ;2020-05-05;1340.0;24782;116.0;2246
Sudeste;RJ;2020-05-06;1808.0;26590;164.0;2410
Sudeste;RJ;2020-05-07;1722.0;28312;378.0;2788
Sudeste;RJ;2020-05-08;3170.0;31482;218.0;3006
Sudeste;RJ;2020-05-09;2376.0;33858;300.0;3306
Sudeste;RJ;2020-05-10;266.0;34124;122.0;3428
Sudeste;RJ;2020-05-11;1754.0;35878;112.0;3540
Sudeste;RJ;2020-05-12;1094.0;36972;316.0;3856
Sudeste;RJ;2020-05-13;484.0;37456;244.0;4100
Sudeste;RJ;2020-05-14;1478.0;38934;394.0;4494
Sudeste;RJ;2020-05-15;1040.0;39974;382.0;4876
Sudeste;RJ;2020-05-16;3228.0;43202;352.0;5228
Sudeste;RJ;2020-05-17;1274.0;44476;202.0;5430
Sudeste;RJ;2020-05-18;8854.0;53330;274.0;5704
Sudeste;RJ;2020-05-19;2280.0;55610;454.0;6158
Sudeste;RJ;2020-05-20;5134.0;60744;316.0;6474
Sudeste;RJ;2020-05-21;3434.0;64178;350.0;6824
Sudeste;RJ;2020-05-22;3000.0;67178;490.0;7314
Sudeste;RJ;2020-05-23;1888.0;69066;496.0;7810
Sudeste;RJ;2020-05-24;6758.0;75824;176.0;7986
Sudeste;RJ;2020-05-25;2772.0;78596;224.0;8210
Sudeste;RJ;2020-05-26;1452.0;80048;512.0;8722
Sudeste;SP;2020-02-26;1.0;1;0.0;0
Sudeste;SP;2020-02-27;0.0;1;0.0;0
Sudeste;SP;2020-02-28;0.0;1;0.0;0
Sudeste;SP;2020-02-29;1.0;2;0.0;0
Sudeste;SP;2020-03-01;0.0;2;0.0;0
Sudeste;SP;2020-03-02;0.0;2;0.0;0
Sudeste;SP;2020-03-03;0.0;2;0.0;0
Sudeste;SP;2020-03-04;1.0;3;0.0;0
Sudeste;SP;2020-03-05;3.0;6;0.0;0
Sudeste;SP;2020-03-06;4.0;10;0.0;0
Sudeste;SP;2020-03-07;3.0;13;0.0;0
Sudeste;SP;2020-03-08;3.0;16;0.0;0
Sudeste;SP;2020-03-09;0.0;16;0.0;0
Sudeste;SP;2020-03-10;3.0;19;0.0;0
Sudeste;SP;2020-03-11;11.0;30;0.0;0
Sudeste;SP;2020-03-12;12.0;42;0.0;0
Sudeste;SP;2020-03-13;14.0;56;0.0;0
Sudeste;SP;2020-03-14;9.0;65;0.0;0
Sudeste;SP;2020-03-15;71.0;136;0.0;0
Sudeste;SP;2020-03-16;16.0;152;0.0;0
Sudeste;SP;2020-03-17;12.0;164;1.0;1
Sudeste;SP;2020-03-18;76.0;240;3.0;4
Sudeste;SP;2020-03-19;46.0;286;0.0;4
Sudeste;SP;2020-03-20;110.0;396;5.0;9
Sudeste;SP;2020-03-21;63.0;459;6.0;15
Sudeste;SP;2020-03-22;172.0;631;7.0;22
Sudeste;SP;2020-03-23;114.0;745;8.0;30
Sudeste;SP;2020-03-24;65.0;810;10.0;40
Sudeste;SP;2020-03-25;52.0;862;8.0;48
Sudeste;SP;2020-03-26;190.0;1052;10.0;58
Sudeste;SP;2020-03-27;171.0;1223;10.0;68
Sudeste;SP;2020-03-28;1589.0;2812;100.0;168
Sudeste;SP;2020-03-29;90.0;2902;28.0;196
Sudeste;SP;2020-03-30;132.0;3034;30.0;226
Sudeste;SP;2020-03-31;1644.0;4678;46.0;272
Sudeste;SP;2020-04-01;1284.0;5962;56.0;328
Sudeste;SP;2020-04-02;1050.0;7012;48.0;376
Sudeste;SP;2020-04-03;1084.0;8096;62.0;438
Sudeste;SP;2020-04-04;836.0;8932;82.0;520
Sudeste;SP;2020-04-05;308.0;9240;30.0;550
Sudeste;SP;2020-04-06;492.0;9732;58.0;608
Sudeste;SP;2020-04-07;1632.0;11364;134.0;742
Sudeste;SP;2020-04-08;2052.0;13416;114.0;856
Sudeste;SP;2020-04-09;1544.0;14960;136.0;992
Sudeste;SP;2020-04-10;1472.0;16432;88.0;1080
Sudeste;SP;2020-04-11;406.0;16838;40.0;1120
Sudeste;SP;2020-04-12;672.0;17510;56.0;1176
Sudeste;SP;2020-04-13;280.0;17790;40.0;1216
Sudeste;SP;2020-04-14;952.0;18742;174.0;1390
Sudeste;SP;2020-04-15;3344.0;22086;166.0;1556
Sudeste;SP;2020-04-16;1050.0;23136;150.0;1706
Sudeste;SP;2020-04-17;2546.0;25682;150.0;1856
Sudeste;SP;2020-04-18;2106.0;27788;126.0;1982
Sudeste;SP;2020-04-19;746.0;28534;48.0;2030
Sudeste;SP;2020-04-20;626.0;29160;44.0;2074
Sudeste;SP;2020-04-21;1610.0;30770;112.0;2186
Sudeste;SP;2020-04-22;1058.0;31828;82.0;2268
Sudeste;SP;2020-04-23;1652.0;33480;422.0;2690
Sudeste;SP;2020-04-24;2172.0;35652;334.0;3024
Sudeste;SP;2020-04-25;4356.0;40008;310.0;3334
Sudeste;SP;2020-04-26;1422.0;41430;66.0;3400
Sudeste;SP;2020-04-27;1962.0;43392;250.0;3650
Sudeste;SP;2020-04-28;4690.0;48082;448.0;4098
Sudeste;SP;2020-04-29;4234.0;52316;396.0;4494
Sudeste;SP;2020-04-30;5080.0;57396;256.0;4750
Sudeste;SP;2020-05-01;3352.0;60748;272.0;5022
Sudeste;SP;2020-05-02;1600.0;62348;150.0;5172
Sudeste;SP;2020-05-03;1196.0;63544;82.0;5254
Sudeste;SP;2020-05-04;830.0;64374;54.0;5308
Sudeste;SP;2020-05-05;3732.0;68106;394.0;5702
Sudeste;SP;2020-05-06;7600.0;75706;388.0;6090
Sudeste;SP;2020-05-07;4150.0;79856;322.0;6412
Sudeste;SP;2020-05-08;3804.0;83660;420.0;6832
Sudeste;SP;2020-05-09;5162.0;88822;384.0;7216
Sudeste;SP;2020-05-10;2066.0;90888;202.0;7418
Sudeste;SP;2020-05-11;1374.0;92262;68.0;7486
Sudeste;SP;2020-05-12;3176.0;95438;412.0;7898
Sudeste;SP;2020-05-13;6756.0;102194;338.0;8236
Sudeste;SP;2020-05-14;6378.0;108572;394.0;8630
Sudeste;SP;2020-05-15;8184.0;116756;372.0;9002
Sudeste;SP;2020-05-16;5610.0;122366;374.0;9376
Sudeste;SP;2020-05-17;2324.0;124690;188.0;9564
Sudeste;SP;2020-05-18;1442.0;126132;82.0;9646
Sudeste;SP;2020-05-19;5858.0;131990;648.0;10294
Sudeste;SP;2020-05-20;7728.0;139718;432.0;10726
Sudeste;SP;2020-05-21;7760.0;147478;390.0;11116
Sudeste;SP;2020-05-22;6264.0;153742;430.0;11546
Sudeste;SP;2020-05-23;7374.0;161116;544.0;12090
Sudeste;SP;2020-05-24;3206.0;164322;236.0;12326
Sudeste;SP;2020-05-25;2928.0;167250;114.0;12440
Sudeste;SP;2020-05-26;4784.0;172034;406.0;12846
Sul;PR;2020-03-12;6.0;6;0.0;0
Sul;PR;2020-03-13;0.0;6;0.0;0
Sul;PR;2020-03-14;0.0;6;0.0;0
Sul;PR;2020-03-15;0.0;6;0.0;0
